ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
454161,MEDICAL CITY MENTAL HEALTH AND WELLNESS CENTER,TX,identity-or-format-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://www.medicalcityhealthcare.com/cms-hpt.txt,200,2026-09-09T10:11:16.231Z,,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/46-4027347_MEDICAL-CITY-MENTAL-HEALTH-AND-WELLNESS-CENTER-ALLIANCE_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2026-02-06&sr=c&sig=ks%2BgfAjyEHlZmeP2PYJ%2f9NpMuCoRStjTb2bhIy9Y6LM%3D,206,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/46-4027347_MEDICAL-CITY-MENTAL-HEALTH-AND-WELLNESS-CENTER-ALLIANCE_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2026-02-06&sr=c&sig=ks%2BgfAjyEHlZmeP2PYJ%2f9NpMuCoRStjTb2bhIy9Y6LM%3D,other-facility,,MEDICAL CITY MENTAL HEALTH AND WELLNESS CENTER ALLIANCE,MEDICAL CITY MENTAL HEALTH AND WELLNESS CENTER ALLIANCE,TX,2026-03-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:11:15.908Z,1b1c6fdefd5c75fdc2d29fa7c86e4f8e54d3385a6d0911c37bae52f1130cedad,a9817e8970dc1579e4aac23e56c2012352b791a3cb5a60babfaf47067b514250,,
460005,OGDEN REGIONAL MEDICAL CENTER,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/60297fd2cdf147a6bd8450b739878a54?download=true,206,https://www.hcadam.com/api/public/content/60297fd2cdf147a6bd8450b739878a54?download=true,corroborated,file-name-and-address,OGDEN REGIONAL MEDICAL CENTER,OGDEN REGIONAL MEDICAL CENTER,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:16.095Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,9779ff2096c78b1a4eb9ed4a379610b6c8fb6c3e13476913b1bd2fe51eb376b8,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:35.082Z).
460009,UNIVERSITY OF UTAH HOSPITAL AND CLINICS,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://healthcare.utah.edu/cms-hpt.txt,200,2026-09-09T10:11:15.952Z,,https://md.utah.edu/pricing/876000525_UNIVERSITY-OF-UTAH-HOSPITAL-AND-CLINICS_standardcharges.csv,206,https://md.utah.edu/pricing/876000525_UNIVERSITY-OF-UTAH-HOSPITAL-AND-CLINICS_standardcharges.csv,corroborated,file-name-and-address,UNIVERSITY OF UTAH HOSPITAL AND CLINICS,UNIVERSITY OF UTAH HOSPITAL AND CLINICS,UT,2025-07-01,2.0.0,date-over-365-days,2026-09-09T10:11:16.909Z,236dedd6ec848cc32b6482c94cf58220a9f56a6ecf6f1c0254157687913c7033,05ffd4d313955a9113a7a81150a37962cfc7c2b24ed44bcf64b8b078ce728247,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T02:26:35.358Z).
460013,MOUNTAIN VIEW HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/ed92b53525bd4968b7a7fc42d1e3b85d?download=true,206,https://www.hcadam.com/api/public/content/ed92b53525bd4968b7a7fc42d1e3b85d?download=true,corroborated,file-name-and-address,MOUNTAIN VIEW HOSPITAL,MOUNTAIN VIEW HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:16.499Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,2571fbd517f975b95e3117c993de701e0ff0f938991c3738aa19a6c86b1470a0,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:35.389Z).
460017,BRIGHAM CITY COMMUNITY HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/365bdb8ed9a84537afc36e1a2addfe8e?download=true,206,https://www.hcadam.com/api/public/content/365bdb8ed9a84537afc36e1a2addfe8e?download=true,corroborated,file-name-and-address,BRIGHAM CITY COMMUNITY HOSPITAL,BRIGHAM CITY COMMUNITY HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:16.922Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,cfb2a859533226108eaa020551039ef95361bf7029afb079feaf95d13a549064,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:35.941Z).
460042,LAKEVIEW HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/ff147b50990440edae816f9adf8525e8?download=true,206,https://www.hcadam.com/api/public/content/ff147b50990440edae816f9adf8525e8?download=true,corroborated,file-name-and-address,LAKEVIEW HOSPITAL,LAKEVIEW HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:29.825Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,b527ee78b10c1d134c13ffea3166ccf112cd3b5e97550de1764d3a16be1e3d38,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:36.260Z).
460047,ST MARK'S HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/2ddf8eab94114b028790e2ef86501adc?download=true,206,https://www.hcadam.com/api/public/content/2ddf8eab94114b028790e2ef86501adc?download=true,corroborated,file-name-and-address,ST MARK'S HOSPITAL,ST MARK'S HOSPITAL|TAYLORSVILLE EMERGENCY CENTER|WEST VALLEY EMERGENCY,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:11:47.997Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,6f72b58e6b6ace0311f8c6833c875b662b49b75b56dbc1e79f78a782b8f60faf,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:36.821Z).
460052,TIMPANOGOS REGIONAL HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/66b2df40ef8849b7a94bf34274cf69c7?download=true,206,https://www.hcadam.com/api/public/content/66b2df40ef8849b7a94bf34274cf69c7?download=true,corroborated,file-name-and-address,TIMPANOGOS REGIONAL HOSPITAL,TIMPANOGOS REGIONAL HOSPITAL|WESTLAKE EMERGENCY CTR,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:12:01.433Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,584aa3ca535581d85471965e28e39794f077ac44de117b1ac4e0c0a0fc17b2a8,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:37.111Z).
460054,CACHE VALLEY HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/917b8d7e2b4e49079d6df0fddc138a7f?download=true,206,https://www.hcadam.com/api/public/content/917b8d7e2b4e49079d6df0fddc138a7f?download=true,corroborated,file-name-and-address,CACHE VALLEY  HOSPITAL,CACHE VALLEY  HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:12:14.696Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,8367379ff279a9e203e30faf8c38c3fd7a0be732aee622803dd3eae5e9c94110,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:49.199Z).
460060,LONE PEAK HOSPITAL,UT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mountainstar.com/cms-hpt.txt,200,2026-09-09T10:11:15.764Z,,https://www.hcadam.com/api/public/content/65ebdd902aea4b6d9ee5a03ee8ecef72?download=true,206,https://www.hcadam.com/api/public/content/65ebdd902aea4b6d9ee5a03ee8ecef72?download=true,corroborated,file-name-and-address,LONE PEAK HOSPITAL,LONE PEAK HOSPITAL,UT,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:12:15.237Z,7e1dde60d13db664874b2394fccc11fcac63d9d7295b453cc116ba0452d3dfc4,9ae406de76a09446516fc5909e16b6fb6f143d781920e68db6e82feb3d27c814,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:26:49.429Z).
461300,INTERMOUNTAIN HEALTH DELTA COMMUNITY HOSPITAL,UT,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,206,2026-09-09T10:07:26.276Z,,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_delta-community-hospital_standardcharges.ashx,206,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_delta-community-hospital_standardcharges.ashx,mrf-header-name-without-location,,"IHC Health Services Inc., DBA Intermountain Health Delta Community Hospital",Intermountain Health Delta Community Hospital ,UT,2026-07-28,3.0.0,date-within-365-days-version-3,2026-09-09T10:11:45.789Z,27519a841abdd3d59fb115053eff5b949c411d60684197447a47eae07bc207a5,f8338d02f7bb64e1c78ac519350fd21118ba396ba39acf9b20a80ff89d0fa3b7,,
461301,INTERMOUNTAIN HEALTH FILLMORE COMMUNITY HOSPITAL,UT,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,206,2026-09-09T10:07:26.276Z,,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_fillmore-community-hospital_standardcharges.ashx,206,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_fillmore-community-hospital_standardcharges.ashx,mrf-header-name-without-location,,"IHC Health Services Inc., DBA Intermountain Health Fillmore Community Hospital",Intermountain Health Fillmore Community Hospital,UT,2026-08-05,3.0.0,date-within-365-days-version-3,2026-09-09T10:12:11.323Z,27519a841abdd3d59fb115053eff5b949c411d60684197447a47eae07bc207a5,c3101a9f9456245b980f27be4950f499f6874e86080ae70713a833d34be83973,,
461302,MOAB REGIONAL HOSPITAL,UT,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://mrhmoab.org/cms-hpt.txt,"curl: (28) Resolving timed out after 8009 milliseconds
",2026-09-09T11:39:51.794Z,,,,,,,,,,,,,,,,,
461303,INTERMOUNTAIN HEALTH SANPETE VALLEY HOSPITAL,UT,identity-or-format-review,correction-verified,,Applied to the local reviewed ledger,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,206,2026-09-09T10:07:26.276Z,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_sanpete-valley-hospital_standardcharges.ashx,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_sanpete-valley-hospital_standardcharges.ashx,206,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_sanpete-valley-hospital_standardcharges.ashx,corroborated,file-name-and-address,"IHC Health Services Inc., DBA Intermountain Health Sanpete Valley Hospital",Intermountain Health Sanpete Valley Hospital,UT,2026-08-05,3.0.0,date-within-365-days-version-3,2026-09-09T10:12:32.573Z,27519a841abdd3d59fb115053eff5b949c411d60684197447a47eae07bc207a5,c0922648d1a28e472be7bcd193f401155b50bba67b2c9271831b2d8860ba3343,,Correction verified and already recorded in the reviewed ledger.
461306,GUNNISON VALLEY HOSPITAL,UT,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://gvhospital.org/cms-hpt.txt,403,2026-09-09T11:39:33.653Z,,,,,,,,,,,,,,,,,
461310,BLUE MOUNTAIN HOSPITAL,UT,pointer-or-domain-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://bluemountainhospital.org/cms-hpt.txt,206,2026-09-09T11:39:33.853Z,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbBMHJOHNDAYOR&type=CDMWithoutLabel&fileType=CSV,200,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbBMHJOHNDAYOR&type=CDMWithoutLabel&fileType=CSV,other-facility,,BLUE MOUNTAIN HOSPITAL DISTRICT,BLUE MOUNTAIN HOSPITAL DISTRICT,OR,2026-09-01,3.0.0,date-within-365-days-version-3,2026-09-09T11:41:22.893Z,e5f6d7e851b6a21ce1be09c6321686174afaba39068fe128eac7111856cd9ba0,f8dd985e7478335a94af52e1b932dd2dd3faf59675483d8375af998d1fe9679a,,
461333,INTERMOUNTAIN HEALTH GARFIELD MEMORIAL HOSPITAL,UT,file-access-review,correction-verified,,Applied to the local reviewed ledger,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,206,2026-09-09T10:07:26.276Z,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_garfield-memorial-hospital_standardcharges.ashx,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_garfield-memorial-hospital_standardcharges.ashx,206,https://intermountainhealthcare.org/-/media/files/intermountain-health/locations/hospital-prices/942854057_garfield-memorial-hospital_standardcharges.ashx,corroborated,file-name-and-address,"Garfield County, a political subdivision of the State of Utah, DBA Intermountain Health Garfield Memorial Hospital",Intermountain Health Garfield Memorial Hospital,UT,2026-08-05,3.0.0,date-within-365-days-version-3,2026-09-09T10:12:57.967Z,27519a841abdd3d59fb115053eff5b949c411d60684197447a47eae07bc207a5,b9a845755f464dfa6ddbb5e19d9f1f1401c7875e017ec2baba62254c889e05cb,,Correction verified and already recorded in the reviewed ledger.
470001,CENTRAL VERMONT MEDICAL CENTER,VT,identity-or-format-review,unresolved,,Browser download attempt on the recorded file URL; a failed automated request is not evidence the file is absent,https://cvmc.org/cms-hpt.txt,403,2026-09-09T10:11:16.157Z,,,,,,,,,,,,,,,,,
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,VT,file-access-review,unresolved,,Browser download attempt on the recorded file URL; a failed automated request is not evidence the file is absent,https://svhealthcare.org/cms-hpt.txt,206,2026-09-09T10:11:16.303Z,,,,,,,,,,,,,,6ada201814955bc2938748b945016fac1de3140cafc483d4bdb6424b37e32073,,,All recorded file leads failed at transport level again this run (reproducible connection failure).
471300,GRACE COTTAGE HOSPITAL,VT,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://gracecottage.org/cms-hpt.txt,206,2026-09-09T10:11:16.437Z,,https://secure.claraprice.net/price-transparency/5f6520a384/machine-readable/030343282_grace-cottage-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/5f6520a384/machine-readable/030343282_grace-cottage-hospital_standardcharges.json,mrf-header-has-no-license-state,,Grace Cottage Hospital,,,,,date-unverified,2026-09-09T10:12:16.444Z,02a9a555c08dac282f00a3a8a47959d1661aeee99de788b99c9d9df8ff6a6f0e,19e26da151ebb32ad430065f458333fafb11df36e854a72df4dca7977aae1f58,,
471305,COPLEY HOSPITAL,VT,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.copleyvt.org/cms-hpt.txt,200,2026-09-09T10:11:16.487Z,,https://www.copleyvt.org/030179423_Copley-Hospital_standardcharges.csv,404,https://www.copleyvt.org/03-0179423_Copley-Hospital_standardcharges.csv,corroborated,file-name-and-address,Copley Hospital,Copley Hospital,VT,2026-06-05,3.0.0,date-within-365-days-version-3,2026-09-09T10:47:33.388Z,0829940060165b48439925537981502916bf2ee985ab2f14c4fa53642bb40670,dfed54c3f9a16c8bd01d6149f0261ad647f3f4feb4cd38f7fd93a8eaa9a230d4,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
471306,SPRINGFIELD HOSPITAL,VT,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://springfieldhospital.org/cms-hpt.txt,206,2026-09-09T10:11:16.564Z,,https://secure.claraprice.net/price-transparency/XGDZ-1751991682610/machine-readable/030179437_springfield-hospital_standardcharges.json,200,https://secure.claraprice.net/price-transparency/XGDZ-1751991682610/machine-readable/030179437_springfield-hospital_standardcharges.json,mrf-header-has-no-license-state,,Springfield Hospital,,,,,date-unverified,2026-09-09T10:12:17.995Z,3f3362cc74e0f67bad3055cf9436c8321fb60220cbee8660163cdfa31c9076c2,26aef1ff8bdd396271d395e183a7310a70135a7c1954f4ff9580e421f903ba2c,,
490020,JOHN RANDOLPH MEDICAL CENTER,VA,pointer-or-domain-review,unresolved,file-belongs-to-other-facility,Adjudicate facility identity: locate this facility's own pointer/file; do not reuse the shared-provider finding,https://www.hcavirginia.com/cms-hpt.txt,200,2026-09-09T10:11:16.698Z,,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1760148_LEWISGALE-MEDICAL-CENTER_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2026-02-06&sr=c&sig=ks%2BgfAjyEHlZmeP2PYJ%2f9NpMuCoRStjTb2bhIy9Y6LM%3D,206,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1760148_LEWISGALE-MEDICAL-CENTER_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2026-02-06&sr=c&sig=ks%2BgfAjyEHlZmeP2PYJ%2f9NpMuCoRStjTb2bhIy9Y6LM%3D,other-facility,,LEWISGALE MEDICAL CENTER,BLUE HILLS FSER|LEWISGALE MEDICAL CENTER|LEWISGALE MEDICAL CENTER CAVE SPRING ER,VA,2026-03-07,3.0.0,date-within-365-days-version-3,2026-09-09T10:11:16.899Z,2c86c37e9102b7a1cef5b731a1a07cf5355bdc3e1caf161d9deec80ff0e58ea7,998efca3f9f236bc687b359af05405a14ad44ae2c57180b8a8272895efc6a9e6,,
490021,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,http://www.centrahealth.com/cms-hpt.txt,403,2026-09-09T10:11:27.426Z,,,,,,,,,,,,,,,,,
490022,MARY WASHINGTON HOSPITAL,VA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.marywashingtonhealthcare.com/cms-hpt.txt,206,2026-09-09T10:11:16.780Z,,https://www.marywashingtonhealthcare.com/documents/540519577_mary-washington-hospital_standardcharges.csv,206,https://www.marywashingtonhealthcare.com/documents/540519577_mary-washington-hospital_standardcharges.csv,corroborated,file-name-and-address,Mary Washington Hospital,Mary Washington Hospital,VA,2024-12-30,2.0.0,date-over-365-days,2026-09-09T10:11:17.076Z,838cfb97d15718fb688628575dffaaac7bba5a62b53a284f006f2f739086494b,257781d8e181e5881bcc96f731f83cb591080c4c9ab8ada07abf3c81ff9a255b,,Same declared date 2024-12-30 observed again after the earlier check (2026-09-09T01:51:12.724Z).
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,file-access-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.vcuhealth.org/cms-hpt.txt,206,2026-09-09T10:11:44.648Z,,https://vcuhealth.pt.panaceainc.com/MRFDownload/vcuhealth/vcumedicalcenter,200,https://mrf.panaceainc.com/Download.aspx?org=vcuhealth&loc=vcumedicalcenter&ref=,mrf-header-does-not-match-unresolved-roster,,VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY,VCU Medical Center,VA,2026-01-02,3.0.0,date-within-365-days-version-3,2026-09-09T10:11:30.068Z,60f11386818d4eb414f745c80c69eb06ef1656896d64803987320fab9c4a288f,dcd612aa80a850d9aa25500301d061411e0454ff0fe1d1b4776687d9616d0512,,
490104,HIRAM W DAVIS MEDICAL CENTER,VA,identity-or-format-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://dbhds.virginia.gov/cms-hpt.txt,206,2026-09-09T10:11:29.483Z,,https://dbhds.virginia.gov/wp-content/uploads/2025/11/541013630_hiram-w-davis-medical-center_standardcharges.csv,206,https://dbhds.virginia.gov/wp-content/uploads/2025/11/541013630_hiram-w-davis-medical-center_standardcharges.csv,mrf-header-name-without-location,,Hiram W Davis Medical Center,Hiram W Davis Medical Center,VA,2025-07-21,2.0.0,date-over-365-days,2026-09-09T10:11:45.443Z,3ee6eff525752eb42931375aa6348c621bc81a3f4ca854f67542fbc982d598fd,2f7cff26a16031d13a08e70fa9126cf7d68cdb66abcf93513cf64a181848f35e,,
490112,CJW MEDICAL CENTER,VA,pointer-or-domain-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.hcavirginia.com/cms-hpt.txt,200,2026-09-09T10:11:16.698Z,,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/54-1779911_CHIPPENHAM-HOSPITAL_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2026-02-06&sr=c&sig=ks%2BgfAjyEHlZmeP2PYJ%2f9NpMuCoRStjTb2bhIy9Y6LM%3D,206,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/54-1779911_CHIPPENHAM-HOSPITAL_standardcharges.json?si=dpx-pt-json-access-policy&spr=https&sv=2026-02-06&sr=c&sig=ks%2BgfAjyEHlZmeP2PYJ%2f9NpMuCoRStjTb2bhIy9Y6LM%3D,mrf-header-does-not-match-unresolved-roster,,CHIPPENHAM HOSPITAL,SWIFT CREEK ER|CHIPPENHAM HOSPITAL,VA,2026-03-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:11:39.150Z,2c86c37e9102b7a1cef5b731a1a07cf5355bdc3e1caf161d9deec80ff0e58ea7,bfb6f13799f509cf48123de404a88b8c4bb32a480010bc0d74cb82d4c526fbe2,,
490140,"STAFFORD HOSPITAL, LLC",VA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.marywashingtonhealthcare.com/cms-hpt.txt,206,2026-09-09T10:11:16.780Z,,https://www.marywashingtonhealthcare.com/documents/134316364_stafford-hospital_standardcharges.csv,206,https://www.marywashingtonhealthcare.com/documents/134316364_stafford-hospital_standardcharges.csv,corroborated,file-name-and-address,Stafford Hospital,Stafford Hospital,VA,2024-12-30,2.0.0,date-over-365-days,2026-09-09T10:11:48.006Z,838cfb97d15718fb688628575dffaaac7bba5a62b53a284f006f2f739086494b,f8748e3814c67a91daaee17e1396558016cd2aad4a6d1b8bfc12fc111099c1a2,,Same declared date 2024-12-30 observed again after the earlier check (2026-09-09T01:51:12.928Z).
491300,BATH COMMUNITY HOSPITAL,VA,pointer-or-domain-review,unresolved,,Official-domain discovery: confirm the roster facility controls a domain exposing cms-hpt.txt before assigning it,https://bathhospital.org/cms-hpt.txt,"curl: (28) Resolving timed out after 8000 milliseconds
",2026-09-09T11:39:53.564Z,,,,,,,,,,,,,,,,,
491304,CARILION STONEWALL JACKSON HOSPITAL,VA,pointer-or-domain-review,unresolved,,"Compare the parsed header against facility aliases, renames and campus entries; extend the capped read only if metadata may sit beyond it",https://www.carilionclinic.org/sites/default/files/cms-hpt.txt,206,2026-09-09T10:11:45.046Z,,https://www.carilionclinic.org/540480606_Carilion-Franklin-Memorial-Hospital_StandardCharges.csv,206,https://www.carilionclinic.org/540480606_carilion-franklin-memorial-hospital_standardcharges.csv,mrf-header-name-without-location,,Carilion Franklin Memorial Hospital,Carilion Franklin Memorial Hospital,VA,2025-12-15,3.0.0,date-within-365-days-version-3,2026-09-09T10:11:48.075Z,cb34d77a90cf48874a2fe20558ae6a81d0bb33fff6bad1735e2a592fffc4609d,71d3b790e81b84c1acf1c0dc7166b97f65db3ce0a1a68bb92b5b47a4b7b2e14b,,
494010,NORTHERN VIRGINIA MENTAL HEALTH INSTI,VA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://dbhds.virginia.gov/cms-hpt.txt,206,2026-09-09T10:11:29.483Z,,https://dbhds.virginia.gov/wp-content/uploads/2025/11/540807019_northern-virginia-mental-health-institute_standardcharges.csv,206,https://dbhds.virginia.gov/wp-content/uploads/2025/11/540807019_northern-virginia-mental-health-institute_standardcharges.csv,corroborated,file-name-and-address,Northern Virginia Mental Health Institute,Northern Virginia Mental Health Institute,VA,2025-07-21,2.0.0,date-over-365-days,2026-09-09T10:11:46.287Z,3ee6eff525752eb42931375aa6348c621bc81a3f4ca854f67542fbc982d598fd,a329be6bfe282cf081a723919efc0dc8640189968f2d0e2966fc75375b460707,,Same declared date 2025-07-21 observed again after the earlier check (2026-09-09T02:26:34.884Z).
494017,SOUTHERN VIRGINIA MENTAL HEALTH INSTITUTE,VA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://dbhds.virginia.gov/cms-hpt.txt,206,2026-09-09T10:11:29.483Z,,https://dbhds.virginia.gov/wp-content/uploads/2025/11/541004175_southern-virginia-mental-health-institute_standardcharges.csv,206,https://dbhds.virginia.gov/wp-content/uploads/2025/11/541004175_southern-virginia-mental-health-institute_standardcharges.csv,corroborated,file-name-and-address,Southern Virginia Mental Health Institute,Southern Virginia Mental Health Institute,VA,2025-07-21,2.0.0,date-over-365-days,2026-09-09T10:11:46.479Z,3ee6eff525752eb42931375aa6348c621bc81a3f4ca854f67542fbc982d598fd,0c2f83ec64e877033839dde82c81bd6504fcf660046eb76f6b1b60787e513682,,Same declared date 2025-07-21 observed again after the earlier check (2026-09-09T02:26:34.956Z).
